# 交叉验证：ZeroWeb 同源 vs chromium Oracle（DC-14）
# dump: /home/lei/work/ZeroWeb/target/reftest-dump
# oracle: /home/lei/work/ZeroWeb/tests/wpt-runner/oracle-shots
# 阈值: chan>5, 同源通过<0.50%, Oracle不一致>1.00%

| safe_id | 判定 | z_vs_ref | z_vs_chr |
| css_css-writing-modes_abs-pos-non-replaced-vrl-188_xht | self-fail | 2.67% | 2.73% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-190_xht | self-fail | 2.67% | 2.73% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-192_xht | self-fail | 2.67% | 2.73% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-194_xht | self-fail | 5.03% | 4.65% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-196_xht | self-fail | 2.67% | 2.73% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-198_xht | self-fail | 1.33% | 1.40% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-200_xht | self-fail | 2.67% | 2.73% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-202_xht | self-fail | 3.70% | 3.32% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-204_xht | self-fail | 1.33% | 1.40% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-206_xht | self-fail | 1.33% | 1.40% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-208_xht | self-fail | 2.67% | 2.73% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-210_xht | self-fail | 3.70% | 3.32% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-212_xht | self-fail | 1.33% | 1.40% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-214_xht | self-fail | 2.67% | 2.73% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-216_xht | self-fail | 2.67% | 2.73% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-218_xht | self-fail | 5.03% | 4.65% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-220_xht | self-fail | 2.67% | 2.73% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-222_xht | self-fail | 2.67% | 2.73% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-224_xht | self-fail | 2.67% | 2.73% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-226_xht | self-fail | 5.03% | 4.65% |
| css_css-writing-modes_abs-pos-non-replaced-vrl-228_xht | self-fail | 2.67% | 2.73% |
| css_css-writing-modes_abs-pos-replaced-vrl-001_html | POLLUTED | 0.01% | 13.13% |
| css_css-writing-modes_abs-pos-vlr-border-001_html | self-fail | 3.18% | 4.10% |
| css_css-writing-modes_abs-pos-vlr-padding-001_html | self-fail | 3.18% | 4.10% |
| css_css-writing-modes_abs-pos-with-replaced-child_html | self-fail | 2.08% | 2.72% |
| css_css-writing-modes_available-size-001_html | self-pass | 0.03% | 0.96% |
| css_css-writing-modes_available-size-002_html | self-pass | 0.05% | 0.94% |
| css_css-writing-modes_available-size-003_html | POLLUTED | 0.05% | 1.04% |
| css_css-writing-modes_available-size-004_html | self-pass | 0.05% | 0.94% |
| css_css-writing-modes_available-size-005_html | self-pass | 0.05% | 0.94% |
| css_css-writing-modes_available-size-006_html | self-fail | 3.09% | 3.97% |
| css_css-writing-modes_available-size-007_html | self-fail | 3.09% | 3.97% |
| css_css-writing-modes_available-size-008_html | self-fail | 3.09% | 3.97% |
| css_css-writing-modes_available-size-009_html | self-fail | 2.74% | 3.63% |
| css_css-writing-modes_available-size-010_html | self-fail | 0.80% | 1.69% |
| css_css-writing-modes_available-size-011_html | POLLUTED | 0.00% | 1.49% |
| css_css-writing-modes_available-size-012_html | self-pass | 0.05% | 0.98% |
| css_css-writing-modes_available-size-013_html | POLLUTED | 0.05% | 1.04% |
| css_css-writing-modes_available-size-014_html | self-pass | 0.05% | 0.94% |
| css_css-writing-modes_available-size-015_html | self-fail | 3.09% | 3.97% |
| css_css-writing-modes_available-size-016_html | self-fail | 2.74% | 3.63% |
| css_css-writing-modes_available-size-017_html | self-pass | 0.05% | 0.96% |
| css_css-writing-modes_available-size-018_html | self-pass | 0.05% | 0.96% |
| css_css-writing-modes_available-size-019_html | self-fail | 3.09% | 3.97% |
| css_css-writing-modes_available-size-020_html | self-fail | 10.02% | 17.03% |
| css_css-writing-modes_available-size-021_html | self-fail | 6.10% | 13.18% |
| css_css-writing-modes_available-size-022_html | self-fail | 4.62% | 10.03% |
| css_css-writing-modes_available-size-023_html | self-fail | 2.06% | 7.40% |
| css_css-writing-modes_background-position-vrl-018_xht | self-fail | 24.64% | 24.64% |
| css_css-writing-modes_background-position-vrl-020_xht | self-fail | 24.64% | 24.64% |
| css_css-writing-modes_background-position-vrl-022_xht | self-fail | 24.64% | 24.64% |
| css_css-writing-modes_background-size-document-root-vrl-002_html | self-fail | 4.17% | 4.96% |
| css_css-writing-modes_background-size-document-root-vrl-004_html | self-fail | 4.17% | 4.96% |
| css_css-writing-modes_background-size-document-root-vrl-006_html | self-fail | 4.17% | 4.96% |
| css_css-writing-modes_background-size-document-root-vrl-008_html | self-fail | 4.17% | 4.96% |
| css_css-writing-modes_baseline-inline-non-replaced-002_xht | self-fail | 5.21% | 6.02% |
| css_css-writing-modes_baseline-inline-non-replaced-003_xht | self-fail | 3.12% | 3.94% |
| css_css-writing-modes_baseline-inline-non-replaced-004_xht | self-fail | 1.21% | 2.02% |
| css_css-writing-modes_baseline-inline-non-replaced-005_xht | self-fail | 1.21% | 2.02% |
| css_css-writing-modes_baseline-inline-replaced-002_xht | self-pass | 0.04% | 0.63% |
| css_css-writing-modes_baseline-inline-replaced-003_xht | self-pass | 0.04% | 0.63% |
| css_css-writing-modes_baseline-with-orthogonal-flow-001_html | POLLUTED | 0.00% | 1.04% |
| css_css-writing-modes_bidi-dynamic-iframe-001_html | self-pass | 0.30% | 0.27% |
| css_css-writing-modes_bidi-embed-001_html | POLLUTED | 0.30% | 1.46% |
| css_css-writing-modes_bidi-embed-002_html | POLLUTED | 0.30% | 1.46% |
| css_css-writing-modes_bidi-embed-003_html | POLLUTED | 0.30% | 1.46% |
| css_css-writing-modes_bidi-embed-004_html | POLLUTED | 0.30% | 1.46% |
| css_css-writing-modes_bidi-embed-005_html | POLLUTED | 0.42% | 1.88% |
| css_css-writing-modes_bidi-embed-006_html | POLLUTED | 0.37% | 1.78% |
| css_css-writing-modes_bidi-embed-007_html | POLLUTED | 0.22% | 1.32% |
| css_css-writing-modes_bidi-embed-008_html | POLLUTED | 0.23% | 1.31% |
| css_css-writing-modes_bidi-embed-009_html | POLLUTED | 0.25% | 1.37% |
| css_css-writing-modes_bidi-embed-010_html | POLLUTED | 0.24% | 1.35% |
| css_css-writing-modes_bidi-embed-011_html | POLLUTED | 0.44% | 1.69% |
| css_css-writing-modes_bidi-isolate-001_html | POLLUTED | 0.30% | 1.46% |
| css_css-writing-modes_bidi-isolate-002_html | POLLUTED | 0.30% | 1.46% |
| css_css-writing-modes_bidi-isolate-003_html | POLLUTED | 0.30% | 1.46% |
| css_css-writing-modes_bidi-isolate-004_html | POLLUTED | 0.30% | 1.46% |
| css_css-writing-modes_bidi-isolate-005_html | POLLUTED | 0.43% | 1.87% |
| css_css-writing-modes_bidi-isolate-006_html | POLLUTED | 0.37% | 1.78% |
| css_css-writing-modes_bidi-isolate-007_html | POLLUTED | 0.22% | 1.32% |
| css_css-writing-modes_bidi-isolate-008_html | POLLUTED | 0.22% | 1.31% |
| css_css-writing-modes_bidi-isolate-009_html | POLLUTED | 0.26% | 1.37% |
| css_css-writing-modes_bidi-isolate-010_html | POLLUTED | 0.24% | 1.36% |
| css_css-writing-modes_bidi-isolate-011_html | POLLUTED | 0.44% | 1.69% |
| css_css-writing-modes_bidi-isolate-override-001_html | POLLUTED | 0.46% | 1.78% |
| css_css-writing-modes_bidi-isolate-override-002_html | POLLUTED | 0.46% | 1.78% |
| css_css-writing-modes_bidi-isolate-override-003_html | POLLUTED | 0.46% | 1.80% |
| css_css-writing-modes_bidi-isolate-override-004_html | POLLUTED | 0.46% | 1.80% |
| css_css-writing-modes_bidi-isolate-override-005_html | POLLUTED | 0.41% | 1.84% |
| css_css-writing-modes_bidi-isolate-override-006_html | POLLUTED | 0.37% | 1.77% |
| css_css-writing-modes_bidi-isolate-override-007_html | POLLUTED | 0.30% | 1.45% |
| css_css-writing-modes_bidi-isolate-override-008_html | POLLUTED | 0.32% | 1.52% |
| css_css-writing-modes_bidi-isolate-override-009_html | POLLUTED | 0.35% | 1.56% |
| css_css-writing-modes_bidi-isolate-override-010_html | POLLUTED | 0.30% | 1.49% |
| css_css-writing-modes_bidi-isolate-override-011_html | self-fail | 0.57% | 2.08% |
| css_css-writing-modes_bidi-isolate-override-012_html | self-fail | 0.53% | 2.05% |
| css_css-writing-modes_bidi-normal-001_html | POLLUTED | 0.30% | 1.46% |
| css_css-writing-modes_bidi-normal-002_html | POLLUTED | 0.30% | 1.46% |
| css_css-writing-modes_bidi-normal-003_html | POLLUTED | 0.30% | 1.46% |
| css_css-writing-modes_bidi-normal-004_html | POLLUTED | 0.30% | 1.46% |
| css_css-writing-modes_bidi-normal-005_html | POLLUTED | 0.42% | 1.87% |
| css_css-writing-modes_bidi-normal-006_html | POLLUTED | 0.37% | 1.78% |
| css_css-writing-modes_bidi-normal-007_html | POLLUTED | 0.22% | 1.32% |
| css_css-writing-modes_bidi-normal-008_html | POLLUTED | 0.23% | 1.31% |
| css_css-writing-modes_bidi-normal-009_html | POLLUTED | 0.25% | 1.37% |
| css_css-writing-modes_bidi-normal-010_html | POLLUTED | 0.24% | 1.35% |
| css_css-writing-modes_bidi-normal-011_html | POLLUTED | 0.44% | 1.70% |
| css_css-writing-modes_bidi-override-001_html | POLLUTED | 0.46% | 1.78% |
| css_css-writing-modes_bidi-override-002_html | POLLUTED | 0.46% | 1.78% |
| css_css-writing-modes_bidi-override-003_html | POLLUTED | 0.46% | 1.80% |
| css_css-writing-modes_bidi-override-004_html | POLLUTED | 0.46% | 1.80% |
| css_css-writing-modes_bidi-override-005_html | POLLUTED | 0.41% | 1.84% |
| css_css-writing-modes_bidi-override-006_html | POLLUTED | 0.37% | 1.78% |
| css_css-writing-modes_bidi-override-007_html | POLLUTED | 0.32% | 1.50% |
| css_css-writing-modes_bidi-override-008_html | POLLUTED | 0.28% | 1.46% |
| css_css-writing-modes_bidi-override-009_html | POLLUTED | 0.31% | 1.50% |
| css_css-writing-modes_bidi-override-010_html | POLLUTED | 0.34% | 1.54% |
| css_css-writing-modes_bidi-override-011_html | self-fail | 0.57% | 2.08% |
| css_css-writing-modes_bidi-override-012_html | self-fail | 0.53% | 2.05% |
| css_css-writing-modes_bidi-plaintext-001_html | POLLUTED | 0.35% | 1.55% |
| css_css-writing-modes_bidi-plaintext-002_html | POLLUTED | 0.35% | 1.56% |
| css_css-writing-modes_bidi-plaintext-003_html | POLLUTED | 0.35% | 1.56% |
| css_css-writing-modes_bidi-plaintext-004_html | POLLUTED | 0.35% | 1.55% |
| css_css-writing-modes_bidi-plaintext-005_html | POLLUTED | 0.43% | 1.87% |
| css_css-writing-modes_bidi-plaintext-006_html | POLLUTED | 0.37% | 1.78% |
| css_css-writing-modes_bidi-plaintext-007_html | POLLUTED | 0.22% | 1.32% |
| css_css-writing-modes_bidi-plaintext-008_html | POLLUTED | 0.22% | 1.31% |
| css_css-writing-modes_bidi-plaintext-009_html | POLLUTED | 0.26% | 1.37% |
| css_css-writing-modes_bidi-plaintext-010_html | POLLUTED | 0.24% | 1.36% |
| css_css-writing-modes_bidi-plaintext-011_html | POLLUTED | 0.27% | 1.37% |
| css_css-writing-modes_bidi-plaintext-br-001_html | self-fail | 0.95% | 1.90% |
| css_css-writing-modes_bidi-table-001_html | POLLUTED | 0.00% | 1.06% |
| css_css-writing-modes_bidi-unset-001_html | POLLUTED | 0.30% | 1.46% |
| css_css-writing-modes_bidi-unset-002_html | POLLUTED | 0.30% | 1.46% |
| css_css-writing-modes_bidi-unset-003_html | POLLUTED | 0.30% | 1.46% |
| css_css-writing-modes_bidi-unset-004_html | POLLUTED | 0.30% | 1.46% |
| css_css-writing-modes_bidi-unset-005_html | POLLUTED | 0.42% | 1.87% |
| css_css-writing-modes_bidi-unset-006_html | POLLUTED | 0.37% | 1.78% |
| css_css-writing-modes_bidi-unset-007_html | POLLUTED | 0.22% | 1.32% |
| css_css-writing-modes_bidi-unset-008_html | POLLUTED | 0.23% | 1.31% |
| css_css-writing-modes_bidi-unset-009_html | POLLUTED | 0.25% | 1.37% |
| css_css-writing-modes_bidi-unset-010_html | POLLUTED | 0.24% | 1.35% |
| css_css-writing-modes_block-embed-001_html | POLLUTED | 0.11% | 1.34% |
| css_css-writing-modes_block-embed-002_html | POLLUTED | 0.12% | 1.40% |
| css_css-writing-modes_block-embed-003_html | POLLUTED | 0.22% | 1.65% |
| css_css-writing-modes_block-flow-direction-004_xht | self-fail | 5.25% | 3.00% |
| css_css-writing-modes_block-flow-direction-htb-001_xht | self-fail | 5.25% | 3.00% |
| css_css-writing-modes_block-flow-direction-slr-043_xht | self-fail | 96.69% | 86.64% |
| css_css-writing-modes_block-flow-direction-slr-047_xht | self-fail | 50.05% | 48.47% |
| css_css-writing-modes_block-flow-direction-slr-048_xht | self-fail | 70.57% | 68.07% |
| css_css-writing-modes_block-flow-direction-slr-050_xht | self-fail | 25.15% | 25.23% |
| css_css-writing-modes_block-flow-direction-slr-054_xht | self-fail | 15.33% | 15.67% |
| css_css-writing-modes_block-flow-direction-slr-055_xht | self-fail | 12.25% | 11.17% |
| css_css-writing-modes_block-flow-direction-slr-056_xht | self-fail | 12.58% | 12.50% |
| css_css-writing-modes_block-flow-direction-slr-058_xht | self-fail | 16.63% | 18.30% |
| css_css-writing-modes_block-flow-direction-slr-060_xht | self-fail | 16.63% | 18.30% |
| css_css-writing-modes_block-flow-direction-slr-062_xht | self-fail | 96.69% | 86.84% |
| css_css-writing-modes_block-flow-direction-slr-063_xht | self-fail | 39.20% | 54.95% |
| css_css-writing-modes_block-flow-direction-slr-066_xht | self-fail | 2.08% | 4.50% |
| css_css-writing-modes_block-flow-direction-srl-042_xht | self-fail | 88.19% | 86.36% |
| css_css-writing-modes_block-flow-direction-srl-045_xht | self-fail | 24.40% | 23.40% |
| css_css-writing-modes_block-flow-direction-srl-046_xht | self-fail | 69.48% | 67.73% |
| css_css-writing-modes_block-flow-direction-srl-049_xht | self-fail | 25.48% | 25.57% |
| css_css-writing-modes_block-flow-direction-srl-051_xht | self-fail | 15.42% | 16.25% |
| css_css-writing-modes_block-flow-direction-srl-052_xht | self-fail | 9.50% | 9.58% |
| css_css-writing-modes_block-flow-direction-srl-053_xht | self-fail | 11.50% | 10.25% |
| css_css-writing-modes_block-flow-direction-srl-057_xht | self-fail | 16.72% | 18.47% |
| css_css-writing-modes_block-flow-direction-srl-059_xht | self-fail | 16.72% | 18.47% |
| css_css-writing-modes_block-flow-direction-srl-061_xht | self-fail | 87.86% | 86.36% |
| css_css-writing-modes_block-flow-direction-srl-064_xht | self-fail | 32.12% | 28.40% |
| css_css-writing-modes_block-flow-direction-srl-065_xht | self-fail | 2.08% | 4.50% |
| css_css-writing-modes_block-flow-direction-vlr-003_xht | self-fail | 6.08% | 2.17% |
| css_css-writing-modes_block-flow-direction-vlr-007_xht | self-fail | 18.62% | 17.78% |
| css_css-writing-modes_block-flow-direction-vlr-008_xht | self-fail | 19.18% | 12.60% |
| css_css-writing-modes_block-flow-direction-vlr-010_xht | self-fail | 8.58% | 8.83% |
| css_css-writing-modes_block-flow-direction-vlr-014_xht | self-fail | 28.82% | 29.07% |
| css_css-writing-modes_block-flow-direction-vlr-015_xht | self-fail | 30.65% | 28.57% |
| css_css-writing-modes_block-flow-direction-vlr-016_xht | self-fail | 88.19% | 86.94% |
| css_css-writing-modes_block-flow-direction-vlr-018_xht | self-fail | 34.13% | 32.22% |
| css_css-writing-modes_block-flow-direction-vlr-020_xht | self-fail | 34.13% | 32.22% |
| css_css-writing-modes_block-flow-direction-vlr-022_xht | self-fail | 21.12% | 19.37% |
| css_css-writing-modes_block-flow-direction-vlr-023_xht | self-fail | 8.25% | 7.50% |
| css_css-writing-modes_block-flow-direction-vrl-002_xht | self-fail | 8.77% | 28.43% |
| css_css-writing-modes_block-flow-direction-vrl-005_xht | self-fail | 19.55% | 20.38% |
| css_css-writing-modes_block-flow-direction-vrl-006_xht | self-fail | 11.50% | 13.00% |
| css_css-writing-modes_block-flow-direction-vrl-009_xht | self-fail | 44.82% | 42.73% |
| css_css-writing-modes_block-flow-direction-vrl-011_xht | self-fail | 29.78% | 28.87% |
| css_css-writing-modes_block-flow-direction-vrl-012_xht | self-fail | 29.96% | 29.05% |
| css_css-writing-modes_block-flow-direction-vrl-013_xht | self-fail | 87.86% | 86.78% |
| css_css-writing-modes_block-flow-direction-vrl-017_xht | self-fail | 36.67% | 33.83% |
| css_css-writing-modes_block-flow-direction-vrl-019_xht | self-fail | 36.67% | 33.83% |
| css_css-writing-modes_block-flow-direction-vrl-021_xht | self-fail | 20.87% | 19.53% |
| css_css-writing-modes_block-flow-direction-vrl-024_xht | self-fail | 8.17% | 29.12% |
| css_css-writing-modes_block-flow-direction-vrl-025_xht | self-fail | 2.08% | 4.50% |
| css_css-writing-modes_block-flow-direction-vrl-026_xht | self-fail | 1.50% | 2.47% |
| css_css-writing-modes_block-override-001_html | POLLUTED | 0.16% | 1.47% |
| css_css-writing-modes_block-override-002_html | POLLUTED | 0.16% | 1.55% |
| css_css-writing-modes_block-override-003_html | POLLUTED | 0.16% | 1.45% |
| css_css-writing-modes_block-override-004_html | self-fail | 1.25% | 2.31% |
| css_css-writing-modes_block-override-isolate-001_html | POLLUTED | 0.16% | 1.47% |
| css_css-writing-modes_block-override-isolate-002_html | POLLUTED | 0.16% | 1.55% |
| css_css-writing-modes_block-override-isolate-003_html | POLLUTED | 0.16% | 1.45% |
| css_css-writing-modes_block-override-isolate-004_html | self-fail | 1.25% | 2.31% |
| css_css-writing-modes_block-plaintext-001_html | POLLUTED | 0.12% | 1.35% |
| css_css-writing-modes_block-plaintext-002_html | POLLUTED | 0.12% | 1.40% |
| css_css-writing-modes_block-plaintext-003_html | self-fail | 1.15% | 1.98% |
| css_css-writing-modes_block-plaintext-004_html | self-fail | 1.09% | 1.98% |
| css_css-writing-modes_block-plaintext-006_html | self-fail | 1.11% | 2.81% |
| css_css-writing-modes_border-conflict-element-vlr-003_xht | self-fail | 2.08% | 2.87% |
| css_css-writing-modes_border-conflict-element-vlr-005_xht | self-fail | 2.08% | 2.87% |
| css_css-writing-modes_border-conflict-element-vlr-007_xht | self-fail | 5.09% | 5.90% |
| css_css-writing-modes_border-conflict-element-vlr-009_xht | self-fail | 2.03% | 2.82% |
| css_css-writing-modes_border-conflict-element-vlr-011_xht | self-fail | 5.03% | 5.84% |
| css_css-writing-modes_border-conflict-element-vlr-013_xht | self-fail | 17.34% | 18.17% |
| css_css-writing-modes_border-conflict-element-vrl-002_xht | self-fail | 2.08% | 2.87% |
| css_css-writing-modes_border-conflict-element-vrl-004_xht | self-fail | 2.08% | 2.87% |
| css_css-writing-modes_border-conflict-element-vrl-006_xht | self-fail | 5.09% | 5.90% |
| css_css-writing-modes_border-conflict-element-vrl-008_xht | self-fail | 2.03% | 2.82% |
| css_css-writing-modes_border-conflict-element-vrl-010_xht | self-fail | 5.03% | 5.84% |
| css_css-writing-modes_border-conflict-element-vrl-012_xht | self-fail | 11.10% | 11.92% |
| css_css-writing-modes_border-spacing-vlr-003_xht | self-fail | 4.17% | 5.00% |
| css_css-writing-modes_border-spacing-vlr-005_xht | self-fail | 2.08% | 2.94% |
| css_css-writing-modes_border-spacing-vrl-002_xht | self-fail | 4.17% | 5.00% |
| css_css-writing-modes_border-spacing-vrl-004_xht | self-fail | 2.08% | 2.94% |
| css_css-writing-modes_border-vlr-007_xht | self-fail | 3.18% | 6.04% |
| css_css-writing-modes_border-vrl-006_xht | self-fail | 3.18% | 6.06% |
| css_css-writing-modes_box-offsets-rel-pos-vlr-003_xht | self-fail | 8.96% | 8.96% |
| css_css-writing-modes_box-offsets-rel-pos-vlr-005_xht | self-fail | 22.80% | 4.38% |
| css_css-writing-modes_box-offsets-rel-pos-vrl-002_xht | self-fail | 7.70% | 7.78% |
| css_css-writing-modes_box-offsets-rel-pos-vrl-004_xht | self-fail | 25.62% | 23.15% |
| css_css-writing-modes_caption-side-vlr-003_xht | self-fail | 1.04% | 0.81% |
| css_css-writing-modes_caption-side-vlr-005_xht | self-fail | 1.04% | 2.87% |
| css_css-writing-modes_caption-side-vrl-002_xht | self-fail | 1.04% | 2.87% |
| css_css-writing-modes_caption-side-vrl-004_xht | self-fail | 1.04% | 0.81% |
| css_css-writing-modes_central-baseline-alignment-002_xht | self-fail | 3.94% | 4.66% |
| css_css-writing-modes_central-baseline-alignment-003_xht | self-fail | 3.94% | 4.45% |
| css_css-writing-modes_ch-units-vrl-001_html | self-fail | 1.71% | 6.67% |
| css_css-writing-modes_ch-units-vrl-002_html | self-fail | 1.71% | 6.67% |
| css_css-writing-modes_ch-units-vrl-003_html | self-fail | 1.31% | 8.21% |
| css_css-writing-modes_ch-units-vrl-004_html | self-fail | 1.31% | 8.21% |
| css_css-writing-modes_ch-units-vrl-005_html | self-fail | 1.71% | 6.21% |
| css_css-writing-modes_ch-units-vrl-006_html | self-fail | 1.71% | 6.21% |
| css_css-writing-modes_ch-units-vrl-007_html | self-fail | 1.31% | 6.92% |
| css_css-writing-modes_ch-units-vrl-008_html | self-fail | 1.31% | 6.92% |
| css_css-writing-modes_clearance-calculations-vrl-002_xht | self-fail | 2.72% | 2.36% |
| css_css-writing-modes_clearance-calculations-vrl-004_xht | self-fail | 7.09% | 4.27% |
| css_css-writing-modes_clearance-calculations-vrl-006_xht | self-fail | 4.38% | 2.79% |
| css_css-writing-modes_clearance-calculations-vrl-008_xht | self-fail | 6.42% | 3.15% |
| css_css-writing-modes_clip-rect-vlr-003_xht | self-fail | 0.52% | 0.08% |
| css_css-writing-modes_clip-rect-vlr-005_xht | self-fail | 1.04% | 0.08% |
| css_css-writing-modes_clip-rect-vlr-007_xht | self-fail | 0.52% | 0.08% |
| css_css-writing-modes_clip-rect-vlr-009_xht | self-fail | 0.52% | 0.08% |
| css_css-writing-modes_clip-rect-vlr-011_xht | self-fail | 1.95% | 1.52% |
| css_css-writing-modes_clip-rect-vlr-013_xht | self-fail | 2.49% | 1.53% |
| css_css-writing-modes_clip-rect-vlr-015_xht | self-fail | 1.80% | 1.53% |
| css_css-writing-modes_clip-rect-vlr-017_xht | self-fail | 1.96% | 1.53% |
| css_css-writing-modes_clip-rect-vrl-002_xht | self-fail | 0.52% | 0.08% |
| css_css-writing-modes_clip-rect-vrl-004_xht | self-fail | 1.04% | 0.08% |
| css_css-writing-modes_clip-rect-vrl-006_xht | self-fail | 0.52% | 0.08% |
| css_css-writing-modes_clip-rect-vrl-008_xht | self-fail | 0.52% | 0.08% |
| css_css-writing-modes_clip-rect-vrl-010_xht | self-fail | 2.24% | 2.16% |
| css_css-writing-modes_clip-rect-vrl-012_xht | self-fail | 2.24% | 2.16% |
| css_css-writing-modes_clip-rect-vrl-014_xht | self-fail | 1.72% | 2.16% |
| css_css-writing-modes_clip-rect-vrl-016_xht | self-fail | 2.07% | 2.16% |
| css_css-writing-modes_contiguous-floated-table-vlr-003_xht | self-fail | 8.13% | 8.95% |
| css_css-writing-modes_contiguous-floated-table-vlr-005_xht | self-fail | 6.45% | 7.27% |
| css_css-writing-modes_contiguous-floated-table-vlr-007_xht | self-fail | 5.19% | 6.05% |
| css_css-writing-modes_contiguous-floated-table-vlr-009_xht | self-fail | 9.08% | 10.48% |
| css_css-writing-modes_contiguous-floated-table-vrl-002_xht | self-fail | 6.95% | 7.76% |
| css_css-writing-modes_contiguous-floated-table-vrl-004_xht | self-fail | 6.27% | 7.09% |
| css_css-writing-modes_contiguous-floated-table-vrl-006_xht | self-fail | 5.19% | 6.05% |
| css_css-writing-modes_contiguous-floated-table-vrl-008_xht | self-fail | 9.08% | 10.48% |
| css_css-writing-modes_different-block-flow-dir-001_xht | self-fail | 1.05% | 1.66% |
| css_css-writing-modes_different-block-flow-dir-002_xht | self-fail | 1.06% | 1.67% |
| css_css-writing-modes_direction-propagation-body-contain-root_html | self-pass | 0.27% | 0.21% |
| css_css-writing-modes_direction-vlr-003_xht | self-fail | 4.17% | 5.04% |
| css_css-writing-modes_direction-vlr-005_xht | self-fail | 10.42% | 0.89% |
| css_css-writing-modes_direction-vrl-002_xht | self-fail | 4.17% | 5.00% |
| css_css-writing-modes_direction-vrl-004_xht | self-fail | 4.17% | 5.02% |
| css_css-writing-modes_dynamic-offset-rtl-002_html | self-fail | 2.12% | 2.12% |
| css_css-writing-modes_dynamic-offset-vrl-001_html | self-fail | 1.75% | 1.75% |
| css_css-writing-modes_dynamic-offset-vrl-002_html | self-fail | 1.76% | 1.76% |
| css_css-writing-modes_dynamic-offset-vrl-rtl-001_html | self-fail | 2.08% | 2.08% |
| css_css-writing-modes_dynamic-offset-vrl-rtl-002_html | self-fail | 2.08% | 2.08% |
| css_css-writing-modes_flexbox_align-items-stretch-writing-modes_html | self-fail | 2.08% | 2.94% |
| css_css-writing-modes_float-clear-vlr-003_xht | self-fail | 3.12% | 2.90% |
| css_css-writing-modes_float-clear-vlr-005_xht | self-fail | 3.12% | 2.90% |
| css_css-writing-modes_float-clear-vlr-007_xht | self-fail | 3.12% | 2.90% |
| css_css-writing-modes_float-clear-vlr-009_xht | self-fail | 3.12% | 2.90% |
| css_css-writing-modes_float-clear-vrl-002_xht | self-fail | 3.12% | 2.90% |
| css_css-writing-modes_float-clear-vrl-004_xht | self-fail | 3.12% | 2.90% |
| css_css-writing-modes_float-clear-vrl-006_xht | self-fail | 1.04% | 0.83% |
| css_css-writing-modes_float-clear-vrl-008_xht | self-fail | 1.04% | 0.83% |
| css_css-writing-modes_float-contiguous-vlr-003_xht | POLLUTED | 0.00% | 2.25% |
| css_css-writing-modes_float-contiguous-vlr-005_xht | POLLUTED | 0.00% | 2.25% |
| css_css-writing-modes_float-contiguous-vlr-007_xht | POLLUTED | 0.00% | 1.61% |
| css_css-writing-modes_float-contiguous-vlr-009_xht | POLLUTED | 0.00% | 1.67% |
| css_css-writing-modes_float-contiguous-vlr-011_xht | self-fail | 2.00% | 2.81% |
| css_css-writing-modes_float-contiguous-vlr-013_xht | self-fail | 4.08% | 3.76% |
| css_css-writing-modes_float-contiguous-vrl-002_xht | POLLUTED | 0.00% | 2.25% |
| css_css-writing-modes_float-contiguous-vrl-004_xht | POLLUTED | 0.00% | 2.25% |
| css_css-writing-modes_float-contiguous-vrl-006_xht | POLLUTED | 0.00% | 1.61% |
| css_css-writing-modes_float-contiguous-vrl-008_xht | POLLUTED | 0.00% | 1.67% |
| css_css-writing-modes_float-contiguous-vrl-010_xht | self-fail | 2.38% | 3.19% |
| css_css-writing-modes_float-contiguous-vrl-012_xht | self-fail | 4.47% | 3.31% |
| css_css-writing-modes_float-in-htb-in-vrl_html | self-pass | 0.00% | 0.83% |
| css_css-writing-modes_float-lft-orthog-htb-in-vlr-002_xht | self-fail | 6.55% | 6.13% |
| css_css-writing-modes_float-lft-orthog-htb-in-vrl-002_xht | self-fail | 2.89% | 10.68% |
| css_css-writing-modes_float-lft-orthog-vlr-in-htb-002_xht | self-fail | 2.19% | 1.90% |
| css_css-writing-modes_float-lft-orthog-vrl-in-htb-002_xht | self-fail | 2.18% | 1.90% |
| css_css-writing-modes_float-rgt-orthog-htb-in-vlr-003_xht | self-fail | 6.68% | 6.24% |
| css_css-writing-modes_float-rgt-orthog-htb-in-vrl-003_xht | self-fail | 2.99% | 10.82% |
